觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,全天空日射量  (MJ/㎡)  GloblRad,積溫,成長百分比
17-1-5 10時,1015.1,1017.9,25.5,18.8,66,3.3,70,8.7,90,1.04,405.13958,0.29495
17-1-5 11時,1014.6,1017.4,26.1,19.1,65,3.8,70,8.9,60,1.41,405.66458,0.29527
17-1-5 12時,1014,1016.8,27.4,19.4,62,3.3,90,7.6,60,1.69,406.22292,0.29559
17-1-5 13時,1013,1015.8,26.6,17.8,59,3.7,100,7,80,1.6,406.73125,0.29591
17-1-5 14時,1012.2,1015,27.2,18.5,59,3.6,100,7.2,100,1.74,407.26667,0.29623
17-1-5 15時,1011.8,1014.6,27.2,18.5,59,3.9,80,7.1,80,1.76,407.80208,0.29655
17-1-5 16時,1011.9,1014.7,26.4,18.5,62,2.9,110,7,90,1.08,408.32083,0.29686
17-1-5 17時,1012.2,1015,25.2,19.1,69,2.7,70,6.5,100,0.23,408.82708,0.29718
17-1-5 18時,1012.7,1015.5,24.4,19,72,1.3,80,6.1,50,0.03,409.31458,0.29750
17-1-5 19時,1013.7,1016.5,23.4,18.9,76,0.8,130,3.5,50,0,409.77917,0.29782
17-1-5 20時,1014.2,1017,22.9,19.1,79,0.5,110,2.2,110,0,410.23750,0.29814
17-1-5 21時,1014.2,1017,22.4,18.4,78,1.3,100,2.2,100,0,410.67083,0.29846
17-1-5 22時,1014.1,1016.9,22.2,19,82,1.2,100,2.6,90,0,411.11250,0.29878
17-1-5 23時,1014.1,1016.9,22.3,19.1,82,1.1,340,2.5,330,0,411.55833,0.29910
17-1-6 0時,1014,1016.8,22.1,18.9,82,0.6,60,3.1,350,0,411.99583,0.29942
17-1-6 1時,1014,1016.8,21.4,18.4,83,0.2,0,1.6,90,0,412.40833,0.29974
17-1-6 2時,1013.8,1016.6,20.7,18.3,86,0.3,30,2.9,60,0,412.80417,0.30006
17-1-6 3時,1013.6,1016.4,20.2,18,87,0.1,0,1.9,40,0,413.18333,0.30038
17-1-6 4時,1013.2,1016,20.1,17.7,86,1.2,40,2.4,50,0,413.55417,0.30070
17-1-6 5時,1013.4,1016.2,20.3,18.4,89,0.7,20,2.4,70,0,413.94375,0.30102
17-1-6 6時,1013.6,1016.4,20.9,18.3,85,0.8,350,2.8,60,0,414.34375,0.30134
17-1-6 7時,1014.1,1016.9,21.1,18.9,87,0.6,20,1.9,60,0,414.76042,0.30166
17-1-6 8時,1014.4,1017.2,23.6,19.3,77,0.4,180,2.1,80,0.35,415.23750,0.30198
17-1-6 9時,1014.5,1017.3,25.7,20.2,72,2.5,100,6.8,50,0.9,415.77708,0.30230
17-1-6 10時,1014.1,1016.9,25.9,19.4,67,4.2,100,8.2,100,1.38,416.30417,0.30262
17-1-6 11時,1013.2,1016,27.4,19.4,62,3.7,100,8.8,80,2.25,416.86250,0.30294
17-1-6 12時,1012.4,1015.2,26.7,19.2,63,5.1,90,9.4,90,1.83,417.40208,0.30326
17-1-6 13時,1011.7,1014.5,26.6,19.4,65,4.4,80,10.3,100,1.4,417.94375,0.30358
17-1-6 14時,1011.1,1013.9,27.3,20,64,3.8,110,7.7,70,1.46,418.51250,0.30390
17-1-6 15時,1010.5,1013.3,26.8,19.6,65,3.7,80,8.8,80,1.45,419.06250,0.30422
17-1-6 16時,1010.6,1013.4,26.5,19.3,65,3.1,80,7.2,60,1.14,419.60000,0.30454
17-1-6 17時,1011.6,1014.4,25.7,19.3,68,2.2,70,6.6,70,0.41,420.12083,0.30486
17-1-6 18時,1011.7,1014.5,24.9,19.3,71,1.3,50,5.1,30,0,420.62500,0.30518
17-1-6 19時,1012.1,1014.9,23.8,19.3,76,1.3,120,5.3,70,0,421.10625,0.30550
17-1-6 20時,1012.7,1015.5,23.4,19.3,78,0.7,120,4.1,40,0,421.57917,0.30582
17-1-6 21時,1012.8,1015.6,23.1,19.2,79,0.3,150,2.2,120,0,422.04375,0.30614
17-1-6 22時,1012.9,1015.7,22.8,19.2,80,0.9,120,2,110,0,422.50208,0.30646
17-1-6 23時,1012.3,1015.1,22.5,19.3,82,1.2,70,2.4,110,0,422.95625,0.30678
17-1-7 0時,1012.4,1015.2,22.5,18.7,79,1.1,80,2.4,70,0,423.39792,0.30710
17-1-7 1時,1012.1,1014.9,21.6,19.3,87,0.7,90,2.3,80,0,423.83333,0.30742
17-1-7 2時,1011.5,1014.3,21.7,18.7,83,0.7,100,2.1,70,0,424.25833,0.30774
17-1-7 3時,1011.5,1014.3,21.7,18.7,83,0.1,0,2.3,110,0,424.68333,0.30806
17-1-7 4時,1011.2,1014,22.1,19.1,83,0.1,0,1.8,120,0,425.12500,0.30838
17-1-7 5時,1011.1,1013.9,21.6,19.4,87,0.9,20,1.9,30,0,425.56250,0.30870
17-1-7 6時,1011.8,1014.6,22.4,19.5,84,0.2,0,1.9,320,0,426.01875,0.30902
17-1-7 7時,1012.2,1015,22,20.3,90,0.7,90,2.4,60,0,426.48333,0.30934
17-1-7 8時,1012.5,1015.3,22.7,19.8,84,0.2,0,2,40,0.02,426.95208,0.30966
17-1-7 9時,1013,1015.8,25.5,21.1,77,2.8,90,5.4,100,0.8,427.50625,0.30998
17-1-7 10時,1012.8,1015.6,27.1,19.7,64,3.5,100,8.5,80,1.82,428.06458,0.31030
17-1-7 11時,1012.1,1014.9,27.4,19.5,62,4.9,90,9.6,80,2.2,428.62500,0.31062
17-1-7 12時,1011.3,1014.1,27.6,19.2,60,4.3,110,8.4,90,2.73,429.18333,0.31094
17-1-7 13時,1010,1012.8,27.9,19.1,59,4,80,8.7,80,2.47,429.74583,0.31126
17-1-7 14時,1009.4,1012.2,27.4,19.3,61,3.2,100,7.9,80,1.96,430.30208,0.31158
17-1-7 15時,1008.7,1011.5,27,19.2,62,3.6,90,6.8,70,1.95,430.84792,0.31190
17-1-7 16時,1008.6,1011.4,26.5,19.2,64,2.6,70,7.4,70,1.1,431.38333,0.31222
17-1-7 17時,1009.3,1012.1,25.5,18.8,66,2,80,6.3,70,0.35,431.88958,0.31254
17-1-7 18時,1009.5,1012.3,24.5,18.7,70,1.4,20,3.9,60,0,432.37292,0.31286
17-1-7 19時,1010.4,1013.2,23.6,18.4,73,0.3,40,2.8,20,0,432.83125,0.31318
17-1-7 20時,1010.8,1013.6,22.2,18.7,81,0.6,60,2.1,40,0,433.26667,0.31350
17-1-7 21時,1010.8,1013.6,21.6,18.8,84,0.8,20,2.2,20,0,433.69167,0.31382
17-1-7 22時,1011,1013.8,21.3,18.8,86,0.1,0,2,30,0,434.11042,0.31414
17-1-7 23時,1010.8,1013.6,20.9,18.4,86,0.1,0,1.9,40,0,434.51250,0.31446
17-1-8 0時,1010.7,1013.5,20.8,18.5,87,0.8,10,1.7,350,0,434.91458,0.31478
17-1-8 1時,1010.3,1013.1,20.7,18.5,87,0.8,40,2.1,50,0,435.31458,0.31510
17-1-8 2時,1009.8,1012.6,20.9,18.2,85,1.5,350,2.6,350,0,435.71250,0.31542
17-1-8 3時,1009.4,1012.2,20.8,18.6,87,0.3,30,2,340,0,436.11667,0.31574
17-1-8 4時,1009.2,1012,20.7,18.2,86,0.1,0,2.9,320,0,436.51042,0.31606
17-1-8 5時,1009.7,1012.5,21.3,19.3,88,0.7,350,1.6,340,0,436.93958,0.31638
17-1-8 6時,1010,1012.8,21.7,19.1,85,0.2,0,1.4,20,0,437.37292,0.31670
17-1-8 7時,1010.6,1013.4,21.9,19.1,84,0.1,0,1.5,340,0,437.81042,0.31702
17-1-8 8時,1011.1,1013.9,23.1,19.3,79,0.9,350,2,360,0,438.27708,0.31734
17-1-8 9時,1011.7,1014.5,24.3,19.9,76,0.1,0,2.3,130,0.46,438.78125,0.31766
17-1-8 10時,1011.7,1014.5,26.8,19.7,65,0.9,280,2.6,290,1.3,439.33333,0.31798
17-1-8 11時,1011,1013.8,27.6,19.1,60,0.7,320,3.2,20,1.7,439.88958,0.31830
17-1-8 12時,1009.8,1012.6,27.8,20,63,2.3,340,5.1,350,2.22,440.46875,0.31862
17-1-8 13時,1008.9,1011.7,27.2,18.7,60,1.4,330,5.7,350,2.19,441.00833,0.31894
17-1-8 14時,1008.3,1011.1,27.1,19,61,0.5,300,4,350,1.67,441.55208,0.31926
17-1-8 15時,1008.3,1011.1,26.2,19.9,68,1.1,140,4.3,210,0.74,442.09583,0.31958
17-1-8 16時,1008.4,1011.2,26.5,19.3,65,2.2,70,6.2,70,0.76,442.63333,0.31990
17-1-8 17時,1009,1011.8,25.5,19.6,70,2.4,90,6.3,110,0.2,443.15625,0.32022
17-1-8 18時,1009.6,1012.4,24.7,19.3,72,2.6,50,7.3,60,0,443.65625,0.32054
17-1-8 19時,1010.3,1013.1,24.3,19.6,75,0.8,70,5.9,70,0,444.15417,0.32086
17-1-8 20時,1011,1013.8,24,19.4,75,3,80,7,110,0,444.64167,0.32118
17-1-8 21時,1011.3,1014.1,23.7,19,75,0.5,140,5.8,120,0,445.11458,0.32150
17-1-8 22時,1011.5,1014.3,24,19.7,77,3,30,8.6,10,0,445.60833,0.32182
17-1-8 23時,1011.5,1014.3,23.8,19.3,76,2.9,50,9.1,50,0,446.08958,0.32214
17-1-9 0時,1011,1013.8,23.5,19.1,76,4.3,50,11.2,70,0,446.56042,0.32246
17-1-9 1時,1010.6,1013.4,23.3,19,77,4.6,40,10.8,60,0,447.02500,0.32278
17-1-9 2時,1010.5,1013.3,23.1,18.5,75,3.5,40,10.5,40,0,447.47500,0.32310
17-1-9 3時,1010.2,1013,23,18.3,75,4.8,30,11.1,40,0,447.91875,0.32342
17-1-9 4時,1010.4,1013.2,22.9,18,74,5.3,40,12.6,30,0,448.35417,0.32374
17-1-9 5時,1011.2,1014,22.7,17.9,74,4.3,40,13.5,40,0,448.78333,0.32406
17-1-9 6時,1011.8,1014.6,22.7,18,75,6.2,50,14.2,40,0,449.21458,0.32438
17-1-9 7時,1012.5,1015.3,22.7,17.8,74,7.1,50,15.2,50,0,449.64167,0.32470
17-1-9 8時,1013.5,1016.3,23,17.6,72,6.9,50,16,60,0.09,450.07083,0.32502
17-1-9 9時,1014.2,1017,23.7,17.6,69,8.4,50,15.5,40,0.97,450.51458,0.32534
17-1-9 10時,1014.1,1016.9,24.3,17.9,67,6.2,50,16.2,50,1.58,450.97708,0.32566
17-1-9 11時,1013.5,1016.3,24.2,17.5,66,8.7,50,18.1,50,2.08,451.42917,0.32598
17-1-9 12時,1012.7,1015.5,24.4,17.8,67,6.3,50,17.8,50,2.26,451.89167,0.32630
17-1-9 13時,1011.8,1014.6,24.8,17.9,66,6.7,50,16.4,40,2.3,452.36458,0.32662
17-1-9 14時,1011.3,1014.1,24.5,17.2,64,8.1,50,15.7,60,2.17,452.81667,0.32694
17-1-9 15時,1011,1013.8,24.2,17.2,65,5.5,50,16.4,90,1.59,453.26250,0.32726
17-1-9 16時,1011.6,1014.4,23.7,17.1,67,5.4,50,13.5,50,0.9,453.69583,0.32758
17-1-9 17時,1012.7,1015.5,22.9,17.1,70,6.3,40,12.3,60,0.34,454.11250,0.32789
17-1-9 18時,1013.5,1016.3,22.5,16.8,70,5.5,40,12.1,20,0,454.51458,0.32821
17-1-9 19時,1014,1016.8,22.3,16.6,70,6.2,50,13.8,70,0,454.90833,0.32853
17-1-9 20時,1014.5,1017.3,21.9,16.2,70,8,40,17.8,50,0,455.28542,0.32885
17-1-9 21時,1014.5,1017.3,21.8,16.2,70,7.6,40,15.7,50,0,455.66042,0.32917
17-1-9 22時,1014.1,1016.9,21.9,16,69,7.7,50,15.6,40,0,456.03333,0.32949
17-1-9 23時,1014.3,1017.1,21.9,16,69,6.6,50,15.1,50,0,456.40625,0.32981
17-1-10 0時,1014.2,1017,21.9,16.1,70,6.5,50,12.9,40,0,456.78125,0.33013
17-1-10 1時,1013.8,1016.6,21.7,16.1,70,8,50,16.8,50,0,457.15208,0.33045
17-1-10 2時,1013.7,1016.5,21.5,16,71,4.4,50,15.3,40,0,457.51667,0.33077
17-1-10 3時,1013.4,1016.2,21.5,16,71,6.2,50,13.9,40,0,457.88125,0.33109
17-1-10 4時,1013.3,1016.1,21.3,16.1,72,6.6,40,15,50,0,458.24375,0.33141
17-1-10 5時,1013.5,1016.3,21.3,15.8,71,7.1,40,15.3,40,0,458.60000,0.33173
17-1-10 6時,1014.2,1017,21.4,15.7,70,6.4,40,16.3,50,0,458.95625,0.33205
17-1-10 7時,1015.1,1017.9,21.6,15.7,69,5.2,50,12.7,60,0,459.31667,0.33237
17-1-10 8時,1015.8,1018.6,22.2,15.9,67,6,50,14.4,40,0.28,459.69375,0.33269
17-1-10 9時,1016.5,1019.3,23.1,16,64,7.9,40,15.2,50,1.04,460.09167,0.33301
17-1-10 10時,1016.6,1019.4,23.7,16.5,64,6.7,40,16.1,40,1.65,460.51250,0.33333
17-1-10 11時,1015.8,1018.6,24,16.4,62,8.2,40,18.4,60,2.17,460.93750,0.33365
17-1-10 12時,1015.1,1017.9,23.9,16.4,63,7.2,40,17.1,50,2.05,461.36042,0.33397
17-1-10 13時,1014.7,1017.5,24.5,16.3,60,6.3,50,14.2,30,1.86,461.79375,0.33429
17-1-10 14時,1014,1016.8,24.4,16.6,62,4.8,60,13,50,1.7,462.23125,0.33461
17-1-10 15時,1014.2,1017,24.3,16.8,63,5.4,60,13.2,70,1.48,462.67083,0.33493
17-1-10 16時,1014.5,1017.3,23.7,16.4,64,4,60,12.9,70,0.93,463.08958,0.33525
17-1-10 17時,1014.9,1017.7,22.9,16.7,68,5.9,50,14.6,50,0.18,463.49792,0.33557
17-1-10 18時,1015.5,1018.3,22.6,16.2,67,7,50,14.6,30,0,463.88958,0.33589
17-1-10 19時,1016,1018.8,22.4,16.2,68,3.9,50,9.4,40,0,464.27708,0.33621
17-1-10 20時,1015.9,1018.7,22.2,16.4,70,4.3,60,12.2,80,0,464.66458,0.33653
17-1-10 21時,1016.1,1018.9,22.2,16,68,4.8,60,13.3,60,0,465.04375,0.33685
17-1-10 22時,1016.2,1019,22.1,16.1,69,4.7,50,12.7,60,0,465.42292,0.33717
17-1-10 23時,1016,1018.8,22.4,16.2,68,5.4,60,13.7,70,0,465.81042,0.33749
17-1-11 0時,1016.4,1019.2,22.3,16.4,69,5.2,60,13.4,50,0,466.20000,0.33781
17-1-11 1時,1015.5,1018.3,22.5,16.4,68,7.2,60,15.7,70,0,466.59375,0.33813
17-1-11 2時,1015,1017.8,22.1,16.3,70,5.1,60,14.2,80,0,466.97708,0.33845
17-1-11 3時,1014.2,1017,22.3,16.1,68,7.1,60,12.9,50,0,467.36042,0.33877
17-1-11 4時,1014.4,1017.2,22,16,69,6,70,13.5,60,0,467.73542,0.33909
17-1-11 5時,1014.8,1017.6,22.5,16,67,5.1,50,15.7,50,0,468.12083,0.33941
17-1-11 6時,1015.5,1018.3,22.3,16.2,68,4.2,50,11.7,80,0,468.50625,0.33973
17-1-11 7時,1016.1,1018.9,22.2,16.5,70,4.9,40,12.2,60,0,468.89583,0.34005
17-1-11 8時,1016.7,1019.5,22.8,16.9,69,5,50,12.9,20,0.13,469.30625,0.34037
17-1-11 9時,1017,1019.8,23,17,69,7.3,50,16.3,80,0.69,469.72292,0.34069
17-1-11 10時,1016.6,1019.4,24.1,17.1,65,7.5,50,14.6,50,1.31,470.16458,0.34101
17-1-11 11時,1015.5,1018.3,25,17.5,63,5.6,60,13.7,30,1.99,470.63333,0.34133
17-1-11 12時,1014.8,1017.6,24.9,17.5,63,6.7,70,15.4,80,2.2,471.10000,0.34165
17-1-11 13時,1013.7,1016.5,25.6,17.8,62,5.2,50,13.8,80,2.33,471.58750,0.34197
17-1-11 14時,1013,1015.8,25.1,17.6,63,5.4,70,13.5,50,1.92,472.06042,0.34229
17-1-11 15時,1012.6,1015.4,24.8,17.5,64,6.1,70,15.4,80,1.57,472.52500,0.34261
17-1-11 16時,1013,1015.8,24.2,17.5,66,6.2,70,14.6,70,0.73,472.97708,0.34293
17-1-11 17時,1013.4,1016.2,23.7,17.6,69,4.9,60,13.4,90,0.51,473.42083,0.34325
17-1-11 18時,1013.6,1016.4,23.4,17.5,69,5.9,60,13.9,60,0,473.85625,0.34357
17-1-11 19時,1014,1016.8,23.5,17.4,69,5.8,50,14.3,60,0,474.29167,0.34389
17-1-11 20時,1014.7,1017.5,23.6,17.3,68,4.8,50,13.6,80,0,474.72708,0.34421
17-1-11 21時,1015.1,1017.9,23.4,17.4,69,5.2,50,13.7,10,0,475.16042,0.34453
17-1-11 22時,1015.4,1018.2,23.3,17,68,5.1,50,12.9,70,0,475.58333,0.34485
17-1-11 23時,1015.4,1018.2,23,16.7,68,5.8,20,11.7,20,0,475.99375,0.34517
17-1-12 0時,1015.1,1017.9,22.5,16.7,70,3,20,11.9,30,0,476.39375,0.34549
17-1-12 1時,1014.3,1017.1,23,16.8,68,1.9,20,7.3,20,0,476.80625,0.34581
17-1-12 2時,1014,1016.8,22.4,16.7,70,1.6,360,6.3,60,0,477.20417,0.34613
17-1-12 3時,1013.3,1016.1,22.6,16.8,70,1,30,5.7,40,0,477.60833,0.34645
17-1-12 4時,1012.7,1015.5,23.4,17.2,68,3,50,9,50,0,478.03750,0.34677
17-1-12 5時,1012.6,1015.4,23.1,17.1,69,1,V,12,40,0,478.45833,0.34709
17-1-12 6時,1013,1015.8,22.8,17.2,71,2,20,5.4,40,0,478.87500,0.34741
17-1-12 7時,1013.3,1016.1,22.7,17.6,73,0.6,10,4.7,20,0,479.29792,0.34773
17-1-12 8時,1013.6,1016.4,23.9,18.2,70,2.5,70,6.5,70,0.11,479.75833,0.34805
17-1-12 9時,1013.8,1016.6,24.9,18.7,68,4.3,30,9,70,1.07,480.25000,0.34837
17-1-12 10時,1013.6,1016.4,25.2,18.5,66,4.4,70,9.8,70,1.49,480.74375,0.34869
17-1-12 11時,1013.4,1016.2,25.3,19.2,69,3.2,60,10.7,70,2.18,481.25417,0.34901
17-1-12 12時,1012.4,1015.2,26,19.4,67,2.7,60,9.2,80,1.47,481.78333,0.34933
17-1-12 13時,1011.4,1014.2,24.2,19.1,73,2.8,30,8.1,70,0.88,482.26875,0.34965
17-1-12 14時,1010.4,1013.2,25.5,18.6,66,2.7,80,6.5,90,1.04,482.77083,0.34997
17-1-12 15時,1009.9,1012.7,25.1,18.4,66,3.5,90,7,60,0.74,483.26042,0.35029
17-1-12 16時,1010.4,1013.2,24.6,18.5,69,3.3,80,6.5,70,0.28,483.74167,0.35061
17-1-12 17時,1010.3,1013.1,24.3,18.3,69,3.6,80,7.1,60,0,484.21250,0.35093
17-1-12 18時,1010.3,1013.1,24.3,18.3,69,3.2,80,7.9,70,0,484.68333,0.35125
17-1-12 19時,1010.9,1013.7,23.9,18.2,70,1,100,7.6,110,0,485.14375,0.35157
17-1-12 20時,1011.4,1014.2,23.8,18.3,71,1,290,4.7,70,0,485.60417,0.35189
17-1-12 21時,1011.7,1014.5,23.4,18.3,73,1.7,10,3.2,10,0,486.05625,0.35221
17-1-12 22時,1011.9,1014.7,23.3,18.5,74,1.1,40,3.4,20,0,486.51042,0.35253
17-1-12 23時,1011.6,1014.4,22.7,18.5,77,0.7,40,3.5,20,0,486.95208,0.35285
17-1-13 0時,1011.4,1014.2,21.8,18.2,80,0.7,20,2.7,20,0,487.36875,0.35317
17-1-13 1時,1011,1013.8,21.3,18.3,83,1.3,350,2.3,20,0,487.77708,0.35349
17-1-13 2時,1010.3,1013.1,21.5,18.7,84,0.3,350,2.1,360,0,488.19792,0.35381
17-1-13 3時,1009.9,1012.7,21.2,18.3,84,1.7,40,2.7,60,0,488.60417,0.35413
17-1-13 4時,1009.8,1012.6,21,18.2,84,0.7,10,2.7,30,0,489.00417,0.35445
17-1-13 5時,1009.7,1012.5,21,18.3,85,1.1,350,3.1,350,0,489.40625,0.35477
17-1-13 6時,1010,1012.8,20.8,18.2,85,1.4,70,2.9,90,0,489.80208,0.35509
17-1-13 7時,1010.5,1013.3,21.2,18.6,85,1.5,20,3.5,50,0,490.21458,0.35541
17-1-13 8時,1011.5,1014.3,22.5,18.8,80,0.4,180,3.4,90,0.01,490.65833,0.35573
17-1-13 9時,1012.2,1015,25.3,19.6,71,0.7,10,2.5,360,0.89,491.17708,0.35605
17-1-13 10時,1012.1,1014.9,26,19.5,67,4.2,20,7.7,30,1.32,491.70833,0.35637
17-1-13 11時,1011.6,1014.4,25.5,19.7,70,6.7,30,13,40,1.97,492.23333,0.35669
17-1-13 12時,1011,1013.8,25,19,69,6.5,50,14.9,50,1.95,492.73333,0.35701
17-1-13 13時,1010,1012.8,24.4,18.4,69,6.4,50,16.1,50,2.04,493.20833,0.35733
17-1-13 14時,1009.6,1012.4,24.8,18.7,69,5.6,40,14.2,40,2.12,493.69792,0.35765
17-1-13 15時,1009.3,1012.1,24,17.9,69,7.7,50,16,50,1.76,494.15417,0.35797
17-1-13 16時,1009.8,1012.6,23.1,17.5,71,6.8,50,18.1,40,1.37,494.58333,0.35829
17-1-13 17時,1010.6,1013.4,22.5,17.2,72,6.8,50,16.1,40,0.17,494.99375,0.35861
17-1-13 18時,1011,1013.8,22,17,73,3.6,40,15.2,40,0,495.38958,0.35893
17-1-13 19時,1011.5,1014.3,22,16.9,73,3.8,50,13.4,50,0,495.78333,0.35924
17-1-13 20時,1011.9,1014.7,21.9,16.8,73,4.4,50,14.9,30,0,496.17292,0.35956
17-1-13 21時,1012.2,1015,21.7,17,75,6.6,50,13,70,0,496.56250,0.35988
17-1-13 22時,1012.5,1015.3,21.5,16.4,73,7,50,14.8,40,0,496.93542,0.36020
17-1-13 23時,1012.5,1015.3,21.7,16.2,71,4.6,60,13.3,10,0,497.30833,0.36052
17-1-14 0時,1012.1,1014.9,21.6,16.3,72,4.8,50,13.8,50,0,497.68125,0.36084
17-1-14 1時,1011.6,1014.4,21.4,16.2,72,3.4,40,10.7,30,0,498.04792,0.36116
17-1-14 2時,1011.3,1014.1,21.4,15.7,70,4.6,40,14.3,20,0,498.40417,0.36148
17-1-14 3時,1011.2,1014,21.7,16,70,3.2,60,12.3,30,0,498.77292,0.36180
17-1-14 4時,1011.1,1013.9,22,16,69,6.1,50,13.8,30,0,499.14792,0.36212
17-1-14 5時,1011.8,1014.6,21.7,15.9,70,5,50,14.6,20,0,499.51458,0.36244
17-1-14 6時,1012.5,1015.3,21.5,16,71,4.4,40,14.8,40,0,499.87917,0.36276
17-1-14 7時,1012.4,1015.2,21.6,15.9,70,5.6,50,15.4,40,0,500.24375,0.36308
17-1-14 8時,1013.7,1016.5,21.3,15.7,70,6.7,40,15.3,40,0,500.59792,0.36340
17-1-14 9時,1014.2,1017,22.1,15.4,66,8.6,50,19.3,50,0.72,500.96250,0.36372
17-1-14 10時,1014.2,1017,21.9,15.4,67,7.8,50,19.5,60,1.16,501.32292,0.36404
17-1-14 11時,1013.6,1016.4,22.5,15.4,64,6.5,40,17.5,60,1.67,501.69583,0.36436
17-1-14 12時,1013.4,1016.2,21.9,15.1,65,6.8,30,16.9,20,1.91,502.05000,0.36468
17-1-14 13時,1012.6,1015.4,22.3,15.1,64,7.6,40,16.8,50,2.02,502.41250,0.36500
17-1-14 14時,1012.4,1015.2,21.6,14.6,64,6.5,50,16.4,40,1.12,502.75000,0.36532
17-1-14 15時,1012.3,1015.1,21.6,14.3,63,6.6,50,19.5,50,1.07,503.08125,0.36564
17-1-14 16時,1012.9,1015.7,21.3,14.5,65,6.4,50,20,40,0.62,503.41042,0.36596
17-1-14 17時,1013.6,1016.4,21,14.2,65,9,40,17,60,0.55,503.72708,0.36628
17-1-14 18時,1014.4,1017.2,20.4,13.9,66,8.9,50,19.7,40,0,504.02500,0.36660
17-1-14 19時,1014.6,1017.4,20.5,14.1,67,8.9,40,18.3,40,0,504.32917,0.36692
17-1-14 20時,1015.3,1018.1,20.7,13.9,65,7.4,40,22,40,0,504.63333,0.36724
17-1-14 21時,1015.3,1018.1,20.6,13.5,64,5.5,50,17.3,50,0,504.92708,0.36756
17-1-14 22時,1015.8,1018.6,20.8,12.9,61,9.1,50,17.8,70,0,505.21250,0.36788
17-1-14 23時,1015.5,1018.3,20.8,13.3,62,7,50,15.9,50,0,505.50625,0.36820
17-1-15 0時,1015.4,1018.2,20.7,13.7,64,8.2,50,21.6,50,0,505.80625,0.36852
17-1-15 1時,1015.7,1018.5,20.7,14.2,66,7.9,50,20.1,30,0,506.11667,0.36884
17-1-15 2時,1015.3,1018.1,20.6,13.4,63,6.3,40,16.1,30,0,506.40833,0.36916
17-1-15 3時,1015.1,1017.9,20.6,13.8,65,8.4,40,18.1,40,0,506.70833,0.36948
17-1-15 4時,1014.8,1017.6,20.7,13.8,65,9.5,40,19.7,30,0,507.01042,0.36980
17-1-15 5時,1015.1,1017.9,20.7,14.2,66,7.1,40,19.5,50,0,507.32083,0.37012
17-1-15 6時,1015.8,1018.6,20.7,13.7,64,7.4,40,19.3,40,0,507.62083,0.37044
17-1-15 7時,1015.9,1018.7,20.8,14.1,65,8.1,40,17.2,40,0,507.93125,0.37076
17-1-15 8時,1016.9,1019.7,21.1,14,64,9,40,18.3,20,0,508.24583,0.37108
17-1-15 9時,1017.1,1019.9,21.8,14.1,62,8.2,50,17.6,50,0.83,508.57708,0.37140
17-1-15 10時,1017.2,1020,22.3,14.4,61,8,40,18,40,1.63,508.92500,0.37172
17-1-15 11時,1016.7,1019.5,22.5,13.8,58,7.7,40,17.2,30,2.34,509.26458,0.37204
17-1-15 12時,1015.6,1018.4,23.5,14.8,58,6.4,40,15.6,60,2.4,509.64583,0.37236
17-1-15 13時,1014.7,1017.5,23.1,15.1,61,5.7,20,14.1,50,2.21,510.02500,0.37268
17-1-15 14時,1014.2,1017,23.5,15.1,59,5.1,30,12.7,20,2.05,510.41250,0.37300
17-1-15 15時,1013.8,1016.6,23.1,14.5,58,7.1,30,13.9,10,1.8,510.77917,0.37332
17-1-15 16時,1014.1,1016.9,22.1,15.2,65,6.3,40,15.5,50,0.77,511.13958,0.37364
17-1-15 17時,1014.9,1017.7,21.5,14.6,65,5.7,30,13.8,30,0.54,511.47500,0.37396
17-1-15 18時,1015.6,1018.4,20.6,14.5,68,3.9,40,12.2,50,0,511.78958,0.37428
17-1-15 19時,1015.9,1018.7,20.6,14.5,68,5.3,40,13.1,60,0,512.10417,0.37460
17-1-15 20時,1016.2,1019,20.6,14.2,67,6,40,14.7,70,0,512.41250,0.37492
17-1-15 21時,1016.4,1019.3,20.4,13.9,66,4.6,40,12.6,50,0,512.71042,0.37524
17-1-15 22時,1016.4,1019.2,20.5,13.8,65,5.1,40,15.8,70,0,513.00833,0.37556
17-1-15 23時,1016.7,1019.6,20.3,13.2,64,5.3,30,14.2,30,0,513.28958,0.37588
17-1-16 0時,1016.4,1019.3,20.3,12.8,62,4.8,30,12.3,20,0,513.56250,0.37620
17-1-16 1時,1016.4,1019.3,20.4,13.2,63,3.6,40,11.6,40,0,513.84583,0.37652
17-1-16 2時,1015.9,1018.8,20.1,13.7,67,3.7,50,10.6,20,0,514.13333,0.37684
17-1-16 3時,1015.8,1018.7,20,13.5,66,2.9,60,9.3,60,0,514.41458,0.37716
17-1-16 4時,1015.5,1018.4,19.6,13.8,69,3.4,40,7.5,50,0,514.69375,0.37748
17-1-16 5時,1015.6,1018.5,19.8,13.8,68,5.1,30,12.2,30,0,514.97708,0.37780
17-1-16 6時,1016.6,1019.5,19.9,14,69,3.4,40,9.8,40,0,515.26667,0.37812
17-1-16 7時,1016.9,1019.8,20,13.6,67,4.6,30,11.9,30,0,515.55000,0.37844
